aircraft_id,component_id,flight_cycles,engine_hours,temperature_sensor_1,temperature_sensor_2,vibration_sensor,pressure_sensor,fault_code_count,last_maintenance_cycles,maintenance_log_flag,sensor_drift_flag,ambient_temperature,humidity,failure_within_10_cycles
AC00,Engine2,226,161.4729999,93.12016855,86.73460637,0.9107917661,110.704577,1,0,0,0,11.3030182,52.88738525,0
AC00,Engine2,228,162.0496312,89.09666132,84.89468762,1.167222929,103.6200416,0,0,0,0,56.04867428,65.21103955,0
AC00,Engine2,231,163.9963197,99.01942231,91.06583482,1.08801412,99.03306774,1,0,0,0,37.46326886,58.09782753,0
AC00,Engine2,232,164.8252389,89.86030914,93.75765147,0.8792063697,96.2739072,1,0,0,0,23.00060151,47.2871476,0
AC00,Engine2,234,166.6122823,96.79083768,82.94711643,0.9292003176,94.3547678,0,0,0,0,8.815421663,83.19006221,0
AC00,Engine2,237,168.2467561,92.57385974,84.07313492,1.069603187,96.77491933,0,0,0,0,8.632750087,78.0853719,0
AC00,Engine2,241,169.9333333,91.58279648,93.4890705,1.210895203,100.8501741,2,0,0,0,23.69084027,44.47567703,0
AC00,Engine2,242,170.6547223,91.09403135,88.07022571,0.810420586,108.6227257,1,0,0,0,3.990811385,104.0662927,0
AC00,Engine2,246,172.4853348,87.40966639,94.33038268,1.174720435,95.49105468,0,0,0,0,24.69112364,90.05110901,0
AC00,Engine2,247,175.0625277,92.48500967,94.70432281,1.090251859,99.19714759,0,0,0,0,6.490596421,74.15195763,0
AC00,Engine2,249,178.061062,95.32811171,89.79567601,1.158267467,107.1064765,0,0,0,0,21.35797517,71.29313516,0
AC00,Engine2,250,180.6056476,91.47733423,84.26825156,0.8507520553,92.90436091,0,0,0,0,21.96968359,59.4794502,0
AC00,Engine2,253,182.6142691,93.81765096,99.87505577,0.3085356779,96.31848639,1,0,0,0,41.24382059,64.87700473,0
AC00,Engine2,257,185.5030783,89.1269739,92.62837692,1.167138555,102.9044194,1,0,0,0,25.57795586,71.54486627,0
AC00,Engine2,261,186.7813476,96.51394846,95.9412145,0.9122668655,92.26335429,0,0,0,0,19.18764827,46.56735897,0
AC00,Engine2,262,188.6996281,97.23457131,94.32482489,1.016734254,100.5294485,1,0,0,0,14.4060787,67.16330574,0
AC00,Engine2,263,191.2992814,89.31608321,96.3059311,1.252316874,96.78073851,1,0,0,0,19.32244937,66.48288977,0
AC00,Engine2,266,193.2658025,92.07432338,87.20011213,0.859143591,101.9461901,0,0,0,0,11.73579313,71.29053223,0
AC00,Engine2,267,195.2519934,89.70371707,89.62061607,1.187169246,95.87855318,2,0,0,0,8.509176661,75.68602699,0
AC00,Engine2,271,196.437395,84.98948689,89.60199645,0.9023039386,98.71138027,0,0,0,0,31.31291283,36.65076044,0
AC00,Engine2,274,198.2697895,82.18586524,85.07794482,1.056502742,109.8134341,1,0,0,0,26.10490539,65.6694219,0
AC00,Engine2,277,199.2721237,83.08963194,91.80722753,1.241363183,98.86075584,0,0,0,0,18.51337413,64.10064522,0
AC00,Engine2,279,199.9949348,86.680619,92.39899507,0.9471020352,102.3166555,1,0,0,0,25.60029006,35.83733317,0
AC00,Engine2,282,201.4873886,102.4684062,88.61437859,1.169876988,98.92206293,2,0,0,0,33.86448197,25.5903549,0
AC00,Engine2,283,202.9389468,93.55447652,95.14224133,0.8263572572,100.1328326,0,0,0,0,34.12374614,36.0343212,0
AC00,Engine2,284,204.9545792,85.94839591,95.07032322,0.5899359033,98.62556989,0,0,0,0,23.919623,58.9681373,0
AC00,Engine2,288,207.8691346,79.77826072,89.48726687,0.5754208422,102.0757275,2,0,0,0,22.86557129,82.36089205,0
AC00,Engine2,290,209.5806385,92.61618647,98.50858394,0.8414835948,91.38029882,0,0,0,0,26.60573981,60.0456903,0
AC00,Engine2,291,210.6622524,85.66898161,89.19361764,1.073096299,101.2256551,1,0,0,0,30.41462728,71.3873274,0
AC00,Engine2,293,213.5718081,86.61779346,90.52307542,1.125997038,98.17151907,0,0,0,0,24.84690151,68.68937249,0
AC00,Engine2,296,214.7364359,89.50613819,102.0303439,0.8453222428,98.56477164,1,0,0,0,11.28098857,35.79657903,0
AC00,Engine2,298,216.2174202,93.61455783,87.61973227,1.0346486,98.25085959,1,0,0,0,38.01741289,83.42266795,0
AC00,Engine2,302,217.8439694,88.50229637,92.13015325,1.278652667,105.8103142,2,0,0,0,14.53089017,68.04979129,0
AC00,Engine2,305,219.3742967,97.27204011,92.03392594,0.8326311387,97.1632409,2,0,0,0,21.77320161,56.23750475,0
AC00,Engine2,307,220.5260799,94.8680099,92.05801096,0.9966427568,98.40138637,2,0,0,0,30.38296079,76.08761006,0
AC00,Engine2,310,221.135419,93.20597937,86.13463931,0.9301679483,95.96652413,1,0,0,0,28.07406698,72.23605819,0
AC00,Engine2,313,223.3140563,93.48224591,92.12784672,1.109564244,92.0712158,0,0,0,0,31.62881269,77.60210786,0
AC00,Engine2,316,224.6142059,86.25737411,95.76507182,1.293116563,101.7941428,1,0,0,0,37.38283071,60.31907365,0
AC00,Engine2,317,226.147747,94.77057068,96.718224,0.9572075208,101.5564123,2,0,0,0,23.61544016,41.63552646,0
AC00,Engine2,321,228.6771276,91.40212477,95.00169077,0.9048188284,97.18771705,1,0,0,0,40.44526004,74.17790591,0
AC00,Engine2,325,231.136607,90.10374691,93.42005101,0.9064444517,103.479045,1,0,0,0,27.31512739,9.725842246,0
AC00,Engine2,327,232.5573809,98.24083789,89.50762769,0.9004812008,103.8323144,0,0,0,0,25.29046772,76.12971209,0
AC00,Engine2,330,233.2195149,99.31666925,103.9054158,1.313066431,106.2347733,1,0,0,0,35.67599301,72.72494251,0
AC00,Engine2,332,235.4887172,89.56439201,100.3266426,0.7133984897,98.94607812,2,0,0,0,31.17670368,70.47374871,0
AC00,Engine2,333,238.3215005,85.72915987,102.3213219,1.279823427,102.9348259,2,0,0,0,30.11737669,47.17004228,0
AC00,Engine2,335,240.9007431,90.29301026,83.79230179,0.9955018057,98.15018105,1,0,0,0,-2.141073005,48.007525,0
AC00,Engine2,339,242.6081653,89.58819712,99.66208267,1.326877392,98.12099727,1,0,0,0,15.45938252,45.6959308,0
AC00,Engine2,341,243.7320308,94.0418451,87.9672818,1.308702143,98.0788688,0,0,0,0,7.371675162,44.60038898,0
AC00,Engine2,344,244.8239916,92.55070873,98.94431998,1.261314042,97.43713797,1,0,0,0,29.66429982,59.46537777,0
AC00,Engine2,348,247.742382,85.94745019,100.2206325,1.095660536,97.39416246,0,0,0,0,26.76441555,54.49458241,0
AC00,Engine2,349,249.7746324,93.19315843,90.90870017,0.5446376437,98.40647973,1,0,0,0,31.19154261,90.86243205,0
AC00,Engine2,353,252.2420578,88.00492229,86.78118575,0.5856404246,100.6296725,0,0,0,0,28.23079273,56.21469747,0
AC00,Engine2,355,253.1461073,96.6300305,92.79309409,1.49217656,109.8632481,1,0,0,0,16.96636204,28.05034687,0
AC00,Engine2,358,254.5971573,91.75449779,85.45270246,1.260384808,96.56336884,0,0,0,0,12.80885389,61.76581826,0
AC00,Engine2,362,256.4917078,91.35388615,85.78804284,1.187578083,99.02089237,2,0,0,0,23.00471327,42.55215808,0
AC00,Engine2,364,259.4110975,86.85203206,99.43073616,0.8792815568,101.3879888,0,0,0,0,25.32724492,55.99627932,0
AC00,Engine2,365,259.9845079,87.97325772,94.51095608,1.087277285,99.41075378,0,0,0,0,11.72063486,76.24767896,0
AC00,Engine2,369,261.720039,87.26925594,96.5232534,1.06998762,95.33939043,1,0,0,0,41.15375689,55.16519296,0
AC00,Engine2,370,263.3088026,97.00877996,94.95670852,0.9679622252,102.5060468,2,0,0,0,20.35382703,63.01739484,0
AC00,Engine2,373,264.2266327,94.85314256,90.32506763,0.9160426511,94.18220844,0,0,0,0,31.34721469,76.64549763,0
AC00,Engine2,375,266.353554,85.93068085,87.32356632,0.6837341196,97.05845719,0,0,0,0,28.31980331,62.8574952,0
AC00,LandingGear,1,1.230545576,91.34716248,95.7907175,1.155385952,97.19156444,2,0,0,0,24.80580394,55.45230326,0
AC00,LandingGear,2,3.791882596,93.17360277,99.43603203,0.9355847423,104.5528562,1,0,0,0,15.72646866,63.57553474,0
AC00,LandingGear,3,5.60498199,86.01016496,93.02820877,0.966668656,98.02814909,1,0,0,0,25.75433639,35.97051282,0
AC00,LandingGear,7,6.690443107,86.42686366,87.08699619,1.151297897,100.0040982,2,0,0,0,23.14834771,36.10795801,0
AC00,LandingGear,8,8.018810625,82.76347764,91.59271404,0.8075038835,103.5115148,0,0,0,0,29.80146136,100.9630085,0
AC00,LandingGear,11,8.629780055,94.25016826,86.49614778,1.168087551,97.66162461,0,0,0,0,21.00888148,50.20654841,0
AC00,LandingGear,12,10.10446094,93.81713778,93.09051435,0.7780981963,103.870085,0,0,0,0,17.91711537,65.14222744,0
AC00,LandingGear,14,12.60534814,87.16067398,93.13506503,1.349047512,111.5740391,0,0,0,0,36.76175105,33.99024706,0
AC00,LandingGear,16,14.36073216,88.55207483,89.51953099,1.096586023,103.4862342,0,0,0,0,51.78109874,52.71523236,0
AC00,LandingGear,18,17.13606875,87.62024911,96.10714438,1.451182847,98.92309144,1,0,0,0,15.56149295,43.58120191,0
AC00,LandingGear,20,19.11178261,85.37126375,84.52514971,1.254599269,93.69297614,0,0,0,0,40.85646493,71.69350091,0
AC00,LandingGear,21,20.92631411,82.70112339,91.70510897,0.9241144497,100.5663842,0,0,0,0,10.87331582,78.19974614,0
AC00,LandingGear,24,23.40561475,87.56382193,92.48726126,1.016835045,105.4101217,1,0,0,0,25.0549255,52.86442104,0
AC00,LandingGear,27,24.24508737,87.6247788,90.78752813,0.9609510824,103.7964386,2,0,0,0,27.3957654,73.55884126,0
AC00,LandingGear,31,26.10854018,92.58231244,88.41094883,0.9744237012,102.6000835,0,0,0,0,14.36597993,46.89885549,0
AC00,LandingGear,34,27.05146749,100.459731,91.0071501,1.074791379,97.73882097,2,0,0,0,32.10332496,72.82662948,0
AC00,LandingGear,36,29.10998238,102.4477997,95.83322682,0.9357910702,93.85468615,0,0,0,0,35.85786325,61.4697473,0
AC00,LandingGear,37,31.47463248,86.98445372,92.34324609,1.04027597,109.8137979,1,0,0,0,7.269675318,78.92882251,0
AC00,LandingGear,39,33.28074284,81.98169159,101.9498332,1.142927194,101.0798764,2,0,0,0,30.21122428,69.67823379,0
AC00,LandingGear,43,35.7972162,89.71302502,90.94145043,0.7953402768,104.3842688,2,0,0,0,47.3974304,66.9010591,0
AC00,LandingGear,44,37.19400501,88.07567999,94.5844905,1.20868333,102.6380465,2,0,0,0,18.80763535,64.69678245,0
AC00,LandingGear,47,38.91307454,91.29410977,89.21700716,1.037476078,99.61343691,2,0,0,0,28.90613178,71.89399411,0
AC00,LandingGear,48,40.66463521,94.16914753,95.93196438,0.6629955669,96.53674425,1,0,0,0,22.21608829,69.50041972,0
AC00,LandingGear,49,43.27021207,82.62132408,94.49325584,1.514996593,96.96193053,2,0,0,0,18.51086119,62.83638741,0
AC00,LandingGear,53,45.08590822,81.01980767,90.99235508,0.7092129545,95.36371229,1,0,0,0,6.666588355,59.57874202,0
AC00,LandingGear,55,47.64535345,84.55233677,96.69786256,0.9214561279,98.41500463,0,0,0,0,16.4155006,76.88381657,0
AC00,LandingGear,58,50.2121401,90.76490952,87.86914061,1.01890378,105.6777294,1,0,0,0,24.34452393,89.7253771,0
AC00,LandingGear,59,53.03756751,92.49906896,96.5994483,0.8115696779,97.48631184,2,0,0,0,27.03302944,55.72975446,0
AC00,LandingGear,63,56.03623313,88.54097798,86.89863708,1.056160115,97.74814542,2,0,0,0,37.35121822,55.19862029,0
AC00,LandingGear,66,58.33536768,95.34180578,90.17588588,1.204718443,106.2406216,0,0,0,0,21.565889,89.47042572,0
AC00,LandingGear,67,61.06090518,84.52521848,85.88357952,0.6688791077,100.636257,0,0,0,0,31.59031349,55.86734564,0
AC00,LandingGear,71,61.58571473,93.40568992,92.65341886,1.447429167,101.0913927,2,0,0,0,31.72861236,68.87721201,0
AC00,LandingGear,73,62.54006271,79.32176873,86.61330421,1.265286863,95.90864783,2,0,0,0,26.73341664,63.65929797,0
AC00,LandingGear,74,63.76792333,87.53744727,88.04052432,1.041993543,103.6621395,0,0,0,0,25.20886488,63.46051359,0
AC00,LandingGear,77,65.67115719,87.92746361,95.81772854,1.042522794,107.3625596,0,0,0,0,29.98221748,77.10223558,0
AC00,LandingGear,80,66.58085975,96.60165429,94.49657765,0.9377326017,102.1581862,1,0,0,0,16.64857098,91.34308083,0
AC00,LandingGear,82,68.11996521,94.9878774,87.64266751,1.073084556,99.94713924,1,0,0,0,2.881380887,83.00150552,0
AC00,LandingGear,84,70.02215137,89.28271576,98.32246055,0.9005114144,103.6709211,0,0,0,0,45.24309623,39.55238993,0
AC00,LandingGear,87,71.05704397,93.10159438,95.81991703,1.208093332,95.26893668,2,0,0,0,43.0434811,57.13644312,0
AC00,LandingGear,90,72.13714354,96.17893364,91.62255605,1.149436186,105.0472864,0,0,0,0,20.29957852,63.98817344,0
AC00,LandingGear,91,73.25166214,93.76993298,92.49669693,1.140520291,102.7749392,0,0,0,0,6.334600486,75.11270535,0
AC00,LandingGear,93,76.23276786,96.2377133,81.2744368,1.184536386,98.97467875,0,0,0,0,26.05894453,68.76619471,0
AC00,LandingGear,96,78.14107947,80.68867518,89.2977506,0.9508900328,101.6222846,2,0,0,0,10.4882431,59.81866578,0
AC00,LandingGear,97,79.27935216,91.12629108,84.11355793,1.062109757,98.61935562,2,0,0,0,37.35782192,43.93419481,0
AC00,LandingGear,101,80.66085867,90.14869999,99.35132279,1.046024554,100.9731564,2,0,0,0,18.50178522,62.00939861,0
AC00,LandingGear,103,81.29744472,86.0464851,85.99358609,1.221247124,94.37419278,2,0,0,0,19.29328651,71.01327328,0
AC00,LandingGear,106,82.25147964,93.5634571,89.49650259,1.030234858,106.8595731,0,0,0,0,7.516183439,61.99640603,0
AC00,LandingGear,110,82.85753539,94.70896041,84.85877551,1.125646554,95.27909997,0,0,0,0,24.51393105,66.72919655,0
AC00,LandingGear,112,85.10055884,87.97888207,102.1067426,1.009191624,102.2588501,2,0,0,0,15.57934098,66.81020703,0
AC00,LandingGear,113,87.3534835,93.58026788,96.30828565,1.078294802,103.233581,2,0,0,0,27.56054864,55.15143053,0
AC00,LandingGear,114,90.27912627,84.70043706,92.52793726,1.000241536,102.5485521,0,0,0,0,14.63048994,59.27690878,0
AC00,LandingGear,118,92.77913498,80.20077315,96.8126413,0.8260301223,95.6875021,2,0,0,0,29.26119526,57.25212981,0
AC00,LandingGear,120,95.36121092,87.78711325,91.18079197,0.6335282067,102.394741,2,0,0,0,27.64644005,74.22182159,0
AC00,LandingGear,124,97.82061053,86.81791215,81.96312802,0.7207956392,106.3490878,1,0,0,0,31.71480601,69.92134176,0
AC00,LandingGear,125,98.57404277,85.58611947,87.16344264,1.08006719,99.28707487,1,0,0,0,25.43874964,65.67999351,0
AC00,LandingGear,127,100.8354288,82.47470363,87.49553769,0.780810551,97.80531665,1,0,0,0,16.82598189,66.53512366,0
AC00,LandingGear,130,101.5278775,89.31241687,91.56697115,1.244198953,107.4298356,2,0,0,0,8.449370077,92.04838693,0
AC00,LandingGear,134,103.552896,84.25338704,86.20411053,1.073929931,101.6110172,0,0,0,0,30.97731708,79.4996107,0
AC00,LandingGear,136,105.7531758,88.74327678,92.37959756,0.6552401667,102.7815,2,0,0,0,16.35608929,57.88608129,0
AC00,LandingGear,139,106.463929,91.76751644,93.38517357,1.167628121,107.3785132,2,0,0,0,33.07531,45.4013653,0
AC00,LandingGear,143,108.5989143,83.65627611,81.25508924,1.065003917,93.69855052,1,0,0,0,6.725256459,59.17787048,0
AC00,LandingGear,147,109.5996193,96.69149263,97.17045623,1.090632602,108.2667781,2,0,0,0,33.53386443,54.1675672,0
AC00,LandingGear,148,112.3379845,96.58949041,95.72923166,1.754325732,96.22053751,2,0,0,0,28.82862292,52.80862887,0
AC00,LandingGear,150,114.8998426,88.58366872,81.92466238,0.8590518158,99.94359625,1,0,0,0,39.87727036,61.27921977,0
AC00,LandingGear,154,117.0603911,92.54820828,90.44175613,0.9468757557,101.2165875,0,0,0,0,20.07250447,68.541214,0
AC00,LandingGear,157,119.9424286,84.91020565,84.83907147,1.172353369,98.96689058,0,0,0,0,27.8432445,63.26747819,0
